DLR_KEY,DLR_TOP_LVL,DLR_TOP_LVL_DESC,DLR_GRP_ID,DLR_GRP_NM,DLR_ID,BRANCH_ESTB_DT,BRANCH_CLOSED_DT,SELLG_AGRMT_RQRD_FLG,SELLG_AGRMT_12B1_FLG,PAYOUT_FREQ_CD,PAYOUT_FREQ_DESC,STMT_FREQ_CD,STMT_FREQ_DESC,RECV_12B1_TAPE_FLG,AUTO_DIVD_CHK_FLG,WIRE_INCL_ACCRL_FLG,SIPC_INSD_FLG,DLR_FDIC_SELL_FLG,SEC_ID,MBR_SHIP_TYPE_CD,MBR_SHIP_TYPE,INVAL_REP_HNDLG_CD,INVAL_REP_HNDLG_DESC,INVMT_SLIP_ADDR_CD,INVMT_SLIP_ADDR,TRSTE_DFLT_DLR_ID,GRP_SALES_CHNL_ID,GRP_FINCL_INST_ID,DIVD_CONFIRM_SPRSN_FLG,DAILY_CONFIRM_SPRSN_FLG,ONLN_INVAL_REP_HNDLG_FLG,DLR_REP_ST_LIC_VLDN_FLG,DLR_INVAL_REP_ST_LIC_ACTN_FLG,NASD_REGSTN_VLDN_LIC_FLG,INVAL_REP_NASD_REGSTR_FLG,DLR_NM,ADDR_LINE_1,ADDR_LINE_2,ADDR_LINE_3,ADDR_LINE_4,CITY_NM,ST,POSTL_ZIP_CD,CRTY,ROW_STRT_DTTM,ROW_STOP_DTTM,CURR_ROW_FLG,ETL_LOAD_CYC_KEY,SRC_SYS_ID,SPR_ONBS_FLG,ONBS_FLG,INTRL_CNTL_DOC_DT,LTST_CNTL_AUDT_RECPT_DT,INACTV_DT,ACTV_FLG
600,All,All Dealers,18,MERCER,707103,2011-02-09 00:00:00,2019-07-22 00:00:00,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,7103.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,MERCER TRUST COMPANY,INVESTORS WAY,,,,NORWOOD,MA,2062.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-11-16 00:00:00,,,Y
601,All,All Dealers,00,M HOLDINGS SECURITIES INC,757,2011-02-14 00:00:00,,Y,Y,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,757000.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,M HOLDINGS SECURITIES INC,1125 NW COUCH ST STE 900,,,,PORTLAND,OR,97209.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2011-09-27 00:00:00,,,Y
602,All,All Dealers,92,DST MARKET SERVICES,500626,2011-05-09 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,626.0,1,Trustee,R,Reject,,,257.0,,257.0,Y,Y,B,N,Z,N,Z,DST MARKET SERVICES LLC,210 W 10TH ST FL 8,,,,KANSAS CITY,MO,64105.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2013-08-15 00:00:00,,,Y
605,All,All Dealers,58,T ROWE PRICE,207117,2011-06-06 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,7117.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,T ROWE PRICE RETIREMENT PLAN,PO BOX 17463,,,,BALTIMORE,MD,21297.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-11-16 00:00:00,,,Y
608,All,All Dealers,90,GWN SECURITIES INC,109154,2011-09-13 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,GWN SECURITIES INC,11440 N JOG RD,,,,PALM BCH GDNS,FL,33418.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2013-08-15 00:00:00,,,Y
611,All,All Dealers,44,JOHN HANCOCK TRUST COMPANY,487,2011-10-17 00:00:00,2018-07-03 00:00:00,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,487.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,SSB/NEW YORK LIFE INVESTMENT LLC,DEF CONTR SRVS NSCC 4TH FLOOR,2000 CROWN COLONY DR,,,QUINCY,MA,2169.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2011-11-11 00:00:00,,,Y
612,All,All Dealers,44,JOHN HANCOCK TRUST COMPANY,500487,2011-10-17 00:00:00,2018-07-10 00:00:00,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,487.0,1,Trustee,R,Reject,,,200906.0,,200906.0,Y,Y,B,N,Z,N,Z,SSB/NEW YORK LIFE INVESTMENT LLC,DEF CONTR SRVS NSCC 4TH FLOOR,2000 CROWN COLONY DR,,,QUINCY,MA,2169.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2013-08-15 00:00:00,,,Y
613,All,All Dealers,00,HEALTHCARE COMMUNITY SECURITIES,209160,2011-10-17 00:00:00,,Y,Y,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,209160.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,HEALTHCARE COMMUNITY SECURITIES,1 EMPIRE DR,,,,RENSSELAER,NY,12144.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2011-10-17 00:00:00,,,Y
614,All,All Dealers,44,JOHN HANCOCK TRUST COMPANY,200906,2011-10-17 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,JOHN HANCOCK TRUST COMPANY,690 CANTON ST STE 100,,,,WESTWOOD,MA,2090.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-11-16 00:00:00,,,Y
617,All,All Dealers,02,AMERIPRISE FINANCIAL,100756,2011-11-21 00:00:00,2018-02-09 00:00:00,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,AMERICAN ENTERPRISE INVMT SERV INC,70100 AMERIPRISE FINANCIAL CTR,,,,MINNEAPOLIS,MN,55474.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-08-15 00:00:00,,,Y
618,All,All Dealers,15,LINCOLN FINANCIAL ADVISORS,503752,2011-12-06 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,3752000.0,1,Trustee,R,Reject,,,200478.0,,200478.0,Y,Y,B,N,Z,N,Z,SSB AND TRUST COMPANY/ LINCOLN,2000 CROWN COLONY DR,,,,QUINCY,MA,2169.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2013-08-20 00:00:00,,,Y
619,All,All Dealers,00,COMMONWEALTH FINANCIAL NETWORK,177,2011-12-08 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,Y,Z,Z,177.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,COMMONWEALTH FINANCIAL NETWORK,29 SAWYER RD,,,,WALTHAM,MA,2453.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2011-12-12 00:00:00,,,Y
621,All,All Dealers,15,LINCOLN FINANCIAL ADVISORS,200478,2011-12-19 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,LINCOLN FINANCIAL ADVISORS CORP,1300 S CLINTON ST STE 150,PO BOX 2239 STE 150,,,FORT WAYNE,IN,46801.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-11-16 00:00:00,,,Y
559,All,All Dealers,14,JP MORGAN,500406,2009-12-08 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,406.0,1,Trustee,R,Reject,,,5471.0,,5471.0,Y,Y,B,N,Z,N,Z,JPMORGAN SECURITIES INC,500 STANTON CHRISTIANA RD,,,,NEWARK,DE,19713.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-08-15 00:00:00,,,Y
564,All,All Dealers,09,WELLS FARGO BANK,502195,2010-04-20 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,2195.0,1,Trustee,R,Reject,,,2195.0,,2195.0,Y,Y,B,N,Z,N,Z,WELLS FARGO BANK MN,2700 SNELLING AVE N,,,,ROSEVILLE,MN,55113.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2013-08-19 00:00:00,,,Y
576,All,All Dealers,06,CHARLES SCHWAB,102993,2010-07-28 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,2993.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,CHARLES SCHWAB & CO INC,2423 E LINCOLN DR,,,,PHOENIX,AZ,85016.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-12-17 00:00:00,,,Y
607,All,All Dealers,00,GSB TRUST,209158,2011-09-08 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,GSB TRUST,102 N MAIN ST,PO BOX 339,,,GARRISON,ND,58540.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2012-07-20 00:00:00,,,Y
610,All,All Dealers,87,CORRELL CO,109021,2011-10-03 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,109021.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,CORRELL CO INVESTMENT SERVICES CORP,9655 S 78TH AVE,,,,HICKORY HILLS,IL,60457.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-12-20 00:00:00,,,Y
620,All,All Dealers,,CREATED IN ERROR,203752,2011-12-13 00:00:00,2013-06-10 00:00:00,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,3752000.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,CREATED IN ERROR,2000 CROWN COLONY DR,,,,QUINCY,MA,2169.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
563,All,All Dealers,,RIDGE CLEARING & OUTSOURCING,543,2010-04-14 00:00:00,2013-09-25 00:00:00,Y,Y,Z, Not Applicable,ZZ,Not Applicable,Z,Y,Y,Z,Z,543.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,RIDGE CLEARING & OUTSOURCING,2 JOURNAL SQUARE PLZ FL 5,,,,JERSEY CITY,NJ,7306.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
567,All,All Dealers,,GWN SECURITIES INC,709154,2010-05-04 00:00:00,2011-09-13 00:00:00,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,709154.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,GWN SECURITIES INC,11440 N JOG RD,,,,PALM BCH GDNS,FL,33418.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
568,All,All Dealers,90,GWN SECURITIES INC,209154,2010-05-04 00:00:00,,Y,Y,Z, Not Applicable,ZZ,Not Applicable,Z,Y,N,Z,Z,209154.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,GWN SECURITIES INC,11440 N JOG RD,,,,PALM BCH GDNS,FL,33418.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2011-09-27 00:00:00,,,Y
577,All,All Dealers,00,THE401KSTORE.COM,707129,2010-09-20 00:00:00,2019-10-07 00:00:00,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,7129.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,THE401KSTORE.COM,4940 WASHINGTON BLVD,,,,SAINT LOUIS,MO,63108.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2013-08-20 00:00:00,,,Y
579,,,,,999999,,2010-11-09 14:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE INVESTMENT CENTER(CLEARING THROUGH PRUDENTIAL),1 NEW YORK PLAZA,,,,NEW YORK,NY,10292.0,UNITED STATES,,,,,5,,,,,,Y
580,,,,,999997,,2010-11-10 15:04:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANTAGE TRADING GROUP INC,,,,,,,,,,,,,5,,,,,,Y
581,,,,,999998,,2010-11-10 15:04:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUMMY DEALER,,,,,,,,,,,,,5,,,,,,Y
583,All,All Dealers,01,BROADRIDGE,100068,2010-06-15 00:00:00,2017-08-03 00:00:00,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,100068.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,MATRIX TRUST COMPANY,PO BOX 52129,,,,PHOENIX,AZ,85072.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-11-16 00:00:00,,,Y
584,All,All Dealers,00,ARVEST ASSET MANAGEMENT,209155,2010-06-16 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,209155.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,ARVEST ASSET MANAGEMENT,921 W MONROE AVE,PO BOX 1515,,,LOWELL,AR,72745.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-10-23 00:00:00,,,Y
585,All,All Dealers,13,VOYA,104577,2010-07-07 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,VOYA RETIREMENT INSURANCE AND,1 ORANGE WAY,,,,WINDSOR,CT,6095.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-11-20 00:00:00,,,Y
586,All,All Dealers,13,VOYA,104578,2010-07-07 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,VOYA RETIREMENT INSURANCE AND,1 ORANGE WAY,,,,WINDSOR,CT,6095.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,Y,Y,2012-11-20 00:00:00,,,Y
587,All,All Dealers,,BENEFIT PLANS,209157,2010-07-07 00:00:00,2011-02-01 00:00:00,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,209157.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,BENEFIT PLANS,820 GESSNER RD STE 1250,ATTN KATHY HARBEY,,,HOUSTON,TX,77024.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
588,All,All Dealers,13,VOYA,104576,2010-07-07 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,VOYA RETIREMENT INSURANCE AND,1 ORANGE WAY,,,,WINDSOR,CT,6095.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,Y,N,2012-11-20 00:00:00,,,Y
589,All,All Dealers,13,VOYA,104575,2010-07-07 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,VOYA RETIREMENT INSURANCE AND,2151 PAYSPHERE CIRCLE,,,,CHICAGO,IL,60674.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,Y,Y,2012-11-20 00:00:00,,,Y
590,All,All Dealers,59,TD AMERITRADE TRUST,105982,2010-10-20 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,5982.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,TD AMERITRADE TRUST CO,717 17TH ST STE 2600,,,,DENVER,CO,80202.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-11-16 00:00:00,,,Y
591,All,All Dealers,14,JP MORGAN,100406,2010-06-02 00:00:00,2013-09-18 00:00:00,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,JPMC SECURITIES,500 STANTON CHRISTIANA RD,,,,NEWARK,DE,19713.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-08-15 00:00:00,,,Y
592,All,All Dealers,01,BROADRIDGE,107120,2010-06-02 00:00:00,2014-06-03 00:00:00,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,ADP INC,4 BECKER FARM RD,,,,ROSELAND,NJ,7068.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2013-08-15 00:00:00,,,Y
593,All,All Dealers,,MARSHALL & ILSLEY,100994,2010-06-02 00:00:00,2010-11-08 00:00:00,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,MARSHALL & ILSLEY,11270 W PARK PLA STE 400,,,,MILWAUKEE,WI,53224.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
594,All,All Dealers,38,BMO HARRIS BANK,109083,2010-06-02 00:00:00,2013-09-24 00:00:00,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,BMO HARRIS BANK NA,11270 W PARK PL STE 400,,,,MILWAUKEE,WI,53224.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,U,U,2013-08-15 00:00:00,,,Y
595,All,All Dealers,39,MASSACHUSETTS MUTUAL LIFE,109084,2010-06-02 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,MASS MUTUAL,1295 MAIN ST,,,,SPRINGFIELD,MA,1103.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-12-06 00:00:00,,,Y
596,All,All Dealers,,ADMINISTRATIVE MGMT GRP AMG,109007,2010-06-02 00:00:00,2016-06-09 00:00:00,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,ADMINISTRATIVE MGMT GRP AMG,DEFAULT,,,,ARLINGTON HEIGHTS,IL,60004.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
598,All,All Dealers,85,CARDINAL BANK,5996,2011-02-03 00:00:00,2017-07-19 00:00:00,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,5996000.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,CARDINAL BANK,8270 GREENSBORO DR,,,,MCLEAN,VA,22102.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
603,All,All Dealers,71,COMMERCE BANK NA,2170,2011-05-25 00:00:00,2015-02-12 00:00:00,N,Y,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,2170.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,COMMERCE BANK NA,TBTS-2,922 WALNUT ST,,,KANSAS CITY,MO,64106.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
604,All,All Dealers,55,SEI PRIVATE TRUST COMPANY,707110,2011-05-25 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,7110000.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,SEI PRIVATE TRUST COMPANY,1 FREEDOM VALLEY DR,,,,OAKS,PA,19456.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-01-23 00:00:00,,,Y
606,All,All Dealers,10,ASCENSUS TRUST COMPANY,102563,2011-06-10 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,2563.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,ASCENSUS TRUST COMPANY,P.O. BOX 10758,,,,FARGO,ND,58106.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-12-26 00:00:00,,,Y
609,All,All Dealers,00,BENJAMIN F. EDWARDS & CO,209159,2011-09-16 00:00:00,,Y,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,BENJAMIN F. EDWARDS & CO,1 N BRENTWOOD BLVD STE 850,,,,SAINT LOUIS,MO,63105.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2011-09-26 00:00:00,,,Y
615,All,All Dealers,00,WADDELL & REED INC,687,2011-11-14 00:00:00,,Y,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,687000.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,WADDELL & REED INC,6300 LAMAR AVE,,,,SHAWNEE MISSION,KS,66202.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2011-11-10 00:00:00,,,Y
616,All,All Dealers,00,ENVOY SECURITIES LLC,209161,2011-11-14 00:00:00,,Y,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,0.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,ENVOY SECURITIES LLC,4194 ROYAL PINE DR,,,,COLORADO SPRINGS,CO,80920.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2011-11-11 00:00:00,,,Y
622,All,All Dealers,41,MID ATLANTIC,100101,2012-02-03 00:00:00,,N,Z,Z, Not Applicable,ZZ,Not Applicable,Z,N,N,Z,Z,101.0,2,Third Party Administrator,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,MID ATLANTIC CLEARING & SETTLEMENT,1251 WATERFRONT PL,,,,PITTSBURGH,PA,15222.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-11-16 00:00:00,,,Y
623,All,All Dealers,41,MID ATLANTIC,359,2012-02-10 00:00:00,,N,Y,Z, Not Applicable,ZZ,Not Applicable,Z,Y,Y,Z,Z,3590000.0,0,Broker,R,Reject,,,0.0,,0.0,Y,Y,B,N,Z,N,Z,MID ATLANTIC CLEARING & SETTLEMENT,7 N FAIR OAKS AVE,,,,PASADENA,CA,91103.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2012-02-13 00:00:00,,,Y
312,All,All Dealers,03,BNY MELLON,649,2004-11-18 00:00:00,2015-12-16 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,649.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,BNY MELLON DISTRIBUTORS INC,760 MOORE RD,,,,KING OF PRUSSIA,PA,19406.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
313,All,All Dealers,78,VALIC FINANCIAL ADVISORS,681,2008-04-29 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,681.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,VALIC FINANCIAL ADVISORS INC,PO BOX 301086,,,,DALLAS,TX,75303.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2011-09-26 00:00:00,,,Y
314,All,All Dealers,00,FIDUCIARY TRUST CO INTL,937,2002-05-25 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,937.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,FIDUCIARY TRUST CO INTL,600 FIFTH AVENUE,,,,NEW YORK,NY,10020.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2012-07-18 00:00:00,,,Y
315,All,All Dealers,,DONALDSON LUFKIN & JENRETTE,5704,2002-05-25 00:00:00,2011-05-10 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,DONALDSON LUFKIN & JENRETTE,MUTUAL FUND TRADING,PERSHING PLAZA 6TH FL,,,JERSEY CITY,NJ,7399.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
316,All,All Dealers,25,COMMUNITY BANK,5960,2002-05-25 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,5960.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,COMMUNITY BANK NA,6 RHOADS DR STE 7,,,,UTICA,NY,13502.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-07-18 00:00:00,,,Y
317,All,All Dealers,,WATERHOUSE SECURITIES INC,5705,2002-05-25 00:00:00,2011-05-10 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,WATERHOUSE SECURITIES INC,MUTUAL FUNDS DEPT,44 WALL ST 6TH FL,,,NEW YORK,NY,10005.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
318,All,All Dealers,,FIRST TRUST CORPORATION - DATALYNX,5961,2002-05-25 00:00:00,2013-09-25 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,5961.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,FIRST TRUST CORPORATION - DATALYNX,PO BOX 173736,,,,DENVER,CO,80217.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
