"DealerName","DealerNumber","EstablishedDate","InactiveDate","TaxID","AlphaCode","DealerCRD","MainTelephone","MainFax","StreetAddress","City","State","ZipCode","Platforms","TradingContact","DividendsContact","InvoicesContact","GroupContact","ContractIncludesAllFundsValue","FeePaymentMatrix","AdditionalPaymentInformation","WireInstructions","CheckAddress","OperationsQuestionnaire","RefresherDetails","TradingMethodValue","AccountTypes","SignatureGuaranteeWaiver","c_22c2FormOnFileValue","AdditionalContacts","HistoricalInformation","RedemptionFeeExceptions","Contracts","ClearingCorrespondents","Notes","IDCValue","Site","AdditionalInformation","BillingChannels","LastIntermediaryDueDiligenceReview","ADC22c2Feed","ACHPaymentInstructions","FirmAddress","DealerGroupId","TradesSuperOmnibusValue","TradesOmnibusValue","MarketTimingInformation","DateOfReceiptOfMostRecentControlAuditReport","CreatedById","ModifiedById","Modified","Created","PrimaryDealer","ParticipatesInCBRS","PayNoPayDealerValue","Authorized3rdParty","ContractIncludesRetirementClass","ContractNotes","BillingMethodValue","Id"
"Benefit Trust Company","0761","2009-03-30 00:00:00",,"43-1971558","JA",,"913-319-0380","913-319-0381","5901 College Blvd, Suite 200","Overland Park","KS","66211",,"<div class=""ExternalClassBDB4593DE56F42B1B4B1E36621A05B0D""><div>Mike Brown</div>
<div><div><a href=""mailto&#58;mbrown@benefittrust.com""><font color=""#0072bc"">mbrown@benefittrust.com</font></a></div>
<div>Phone&#58; 913-663-0734</div>
<div>&#160;</div></div></div>","<div class=""ExternalClass8858882271CF46C0BACE84B97D17B644""><div>Mike Brown</div>
<div><a href=""mailto&#58;mbrown@benefittrust.com"">mbrown@benefittrust.com</a></div>
<div>Phone&#58;&#160;913-663-0734</div>
<div>​</div></div>","<div class=""ExternalClass8B5C17DBDBE843B78C635D9C8CE3DC5A""><div>Eric Wener</div>
<div><a href=""mailto&#58;ewerner@benefittrust.com"">ewerner@benefittrust.com</a></div>
<div>Phone&#58;913-663-0727​</div></div>",,"Yes","http://harborware/livelink/llisapi.dll?func=ll&objId=4794315&objAction=browse&viewType=1, Fee Payment Matrix",,"<div class=""ExternalClassF57E030345D44448AADFCBEAB6C9E2BC""><html>
  <div class=""ExternalClass3520912C797F4FBDACDE42CA195D6B1F"">
    <div>State Street Bank and Trust Co</div>
<div>BTC Revenue Sharing</div>
<div>ABA 011000028</div>
<div>DDA 00580555</div></div>
</html></div>","BENEFIT TRUST COMPANY
5901 COLLEGE BLVD
STE 100
OVERLAND PARK, KS 66211-1834 ​           ","http://harborware/livelink/llisapi.dll?func=ll&objId=4794310&objAction=browse&viewType=1, Benefit Trust Company Ops Quest","Dividend - Daily, Financial Activity - Daily, Position - 2nd and 4th Friday","NSCC","Omnibus","Yes","Yes",,,,,,,"Yes","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/benefit_trust_company/, Site","<div class=""ExternalClass869173C8B32347D0BB60CC3D58237386""><html>
  <p>​Other Dealer Profiles for&#160;Benefit Trust Company&#160;include&#58;</p>
<div>700761 - TPA used for NSCC trading only.</div>
<div>500761 - Custodian ID used for NSCC Trust trading/settlement only.</div><span id=""ms-rterangepaste-end""></span></html></div>",,,"False",,,19,"No","Yes",,,41,307,"2018-02-08 10:00:47","2011-09-26 17:00:57","True",,"$",,"True",,,12
"The Bank of New York Mellon","0954","2004-01-21 00:00:00",,"23-6019000","GR",,"412-234-8814","412-236-6916","525 William Penn Place P.O. Box 3198","Pittsburgh","PA","15230-3198",,"<div class=""ExternalClass7FF49B1DCC6A43EA9C7FF150642274B7""><div>Barbara Burg</div>
<div>Phone&#58; 412-234-6320</div>
<div>Email&#58; <a href=""mailto&#58;Barbara.burg@bnymellon.com"">Barbara.burg@bnymellon.com</a>​</div></div>","<div class=""ExternalClassA3BC2EE51FE841FAA19CB72E8AA99EC1""><div>Barbara Burg</div>
<div>Phone&#58; 412-234-6320</div>
<div>Email&#58; <a href=""mailto&#58;Barbara.burg@bnymellon.com"">Barbara.burg@bnymellon.com</a>​</div></div>","<div class=""ExternalClassCEEE218618FD448A9A53F90EAFD8DB08""><div>V. Michael Patton</div>
<div>Phone&#58; 412-234-4992</div>
<div>Email&#58; <a href=""mailto&#58;V.Michael.Patton@bnymellon.com"">V.Michael.Patton@bnymellon.com</a>​</div></div>",,"No","http://harborware/livelink/llisapi.dll?func=ll&objId=5044970&objAction=browse&viewType=1, Fee Payment Folder",,,"525 William Penn Place P.O. Box 3198Pittsburgh, PA 15230-3198","http://harborware/livelink/llisapi.dll?func=ll&objId=4762046&objAction=browse&viewType=1, BNY Mellon Contact Information","Dividend - Daily, Financial Activity - Daily, Position - 2nd and 4th Friday","NSCC","Omnibus","YES","Yes",,,"<div class=""ExternalClass48EDA9E57B0E4C68AAEB1C6A43D3192D""><html>
  <p>​BNY Mellon tracks and remits short term redemption fees to Harbor.</p>
</html></div>",,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/bny_mellon/default.aspx, Site","<div class=""ExternalClass18E891270E224F9D83DB9AFE71086C89""><html>
  <p>​Other Dealer Profiles for&#160;Bank of New York Mellon&#160;include&#58;</p>
<div>500901 - Custodian ID used for NSCC Trust trading/settlement only.</div>
<div>500963 - Custodian ID used for NSCC Trust trading/settlement only.</div>
<div>500954 - <span id=""ms-rterangepaste-start""></span>Custodian ID used for NSCC Trust trading/settlement only.</div></html></div>",,"2014-03-24 00:00:00","False",,"500 Grant St, RM 151-1010
Pittsburgh, PA 15258",3,"No","No",,,41,105,"2018-09-11 08:44:16","2011-09-15 12:30:12","True","False",,,,,,13
"Brown Brothers Harriman & Co","0010","2005-10-21 00:00:00",,"13-4973745","6F","104487","(617) 772-2041","(617) 772-2465","140 BROADWAY","NEW YORK","NY","02109-3661",,"<div class=""ExternalClassDAB537DA328C4707844A80041998DEB5""><div>Fund Trading Group</div>
<div>Phone&#58; 212-493-8333</div>
<div>&#160;</div></div>","<div class=""ExternalClassB2917403649442169993E8EC8C15DEC1""><div>MF Dividends</div>
<div>Phone&#58; 201-418-6424</div>
<div>Email&#58; mfs.dividends.bbh.com</div>
<div>​</div></div>","<div class=""ExternalClass949ACF636F68483D828EB3D00683695D""><div>Helena Racette</div>
<div>Phone&#58; 617-772-6466</div>
<div>Email&#58; helena.racette@bbh.com​</div></div>",,"Yes","http://harborware/livelink/llisapi.dll?func=ll&objId=4794427&objAction=browse&viewType=1, Brown Brothers Harriman Fee Payment Matrix",,"<div class=""ExternalClassB4EF5347411C47D5BA6A5FC8C28625FE""><html>
    <div>​</div>
  </html></div>","Brown Brothers Harriman
Global Controllers Group- Mutual Funds
Attn: Helena Racette
40 Water Street
Boston MA 02109​","http://harborware/livelink/llisapi.dll?func=ll&objId=4794422&objAction=browse&viewType=1, Brown Brothers Harriman Operational Questionnaire","Dividends- Daily, Financials- Daily, Account Position- 2nd & 4th Fridays, Dec Month End","NSCC","Omnibus","Yes ","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/brown_brothers_harriman/, Site","<div class=""ExternalClassBACBCD4276A44B78917C3C305E4485FE""><html>
  <div class=""ExternalClass5ED39AF99B4549C28FB80A281A819CA3"">
    <p>​In March 2014 BBH submitted request to update payment method to NSCC</p><p><span id=""ms-rterangepaste-start""></span>Also receiving refresher files for the following Alpha Dealers&#58; 209104</p><p>BBH changed from trading Matrix level 3 to 0 in June 2019</p><p><span id=""ms-rterangepaste-end""></span>&#160;</p>
  </div>
</html></div>",,,"False",,"140 BROADWAY
NEW YORK, NY  10005",5,"No","No",,,41,105,"2019-07-15 13:53:54","2011-09-26 17:03:12",,"True",,,,,,14
"Charles Schwab","0164","1996-03-28 00:00:00",,"94-1737782","CS","5393","720-785-8300","415-667-8310 or 720-785-8500","211 Main Street","San Francisco","CA","94105","RPS, Retail, SIM, Corr Clearing","<div class=""ExternalClassA6B79FFC38B64550829ED4A6F4DA122A""><div class=""ExternalClassB996B66BDA1B40439184EE5505764A91"" style=""font-family&#58;verdana;font-size&#58;8pt;""><div class=""ExternalClass5D1533E1F1F6494B8B59AB1DED96029E"" style=""font-family&#58;verdana;font-size&#58;8pt;""><div><span>Jim Loury</span></div>
<div><span>Phone&#58; 720-785-8164</span></div>
<div><span>Email&#58; <a href=""mailto&#58;Jim.Loury@schwab.com"">Jim.Loury@schwab.com</a></span>​</div></div></div></div>","<div class=""ExternalClass73131BA0401F4C32A4D47ABF9166802D""><div class=""ExternalClass82BEF9C0BCA14851B322036169CC6B8F"" style=""font-family&#58;verdana;font-size&#58;8pt;""><div class=""ExternalClass58894DF784F44E8A9F90D3B825F3797F"" style=""font-family&#58;verdana;font-size&#58;8pt;""><div><span>Lauren Murphy </span></div>
<div><span>Phone&#58; 720-785-8164</span></div>
<div><span>Email&#58; <a href=""mailto&#58;Lauren.Murphy@schwab.com"">Lauren.Murphy@schwab.com</a></span>​</div></div></div></div>","<div class=""ExternalClass89F4029D3F524D07AA44086874344393""><div class=""ExternalClass0B4C7C3F2A934E81A307A18AB5CF83D5"" style=""font-family&#58;verdana;font-size&#58;8pt;""><div class=""ExternalClass69CB1AA7FD844D0986BBA4E3F0E4D24C""><div><span><a href=""mailto&#58;AMPSbilling@Schwab.com"">AMPSbilling@Schwab.com</a></span></div></div></div></div>","teamw.mfund@schwab.com","No","http://harborware/livelink/llisapi.dll?func=ll&objId=3689220&objAction=browse&viewType=1, Charles Schwab Fee Payment Matrix","Retirement Plan Services Fee (varies by fund) - Wire
Service Fee (varies by fund) - Wire
Asset Based Maintenance Fee (varies by fund) - Wire
","<div class=""ExternalClassD7317B2A70AC4F34843C30E3B0D6F0CC""><html>
      <div class=""ExternalClass1B691E10FA32447B8276065143091C78"">
        <div>
          <span>Citibank N.A</span>
        </div>
<div><span>ABA</span><span> #021-000-089</span></div>
<div><span>Account # 4058-8865</span></div>
<span>Invoice No ___________</span>​&#160;&#160;</div>
    </html></div>","Charles Schwab & Co Inc
211 Main St
San Fransisco, CA 94105-1905","http://harborware/livelink/llisapi.dll?func=ll&objId=3689121&objAction=browse&viewType=1, Schwab Ops Questionnaire","Dividend- Daily, Financial- Daily, Account Position- Fridays, Dec Month End","NSCC","Single Omnibus - 2927111","Yes","Yes","http://harborware/livelink/llisapi.dll/fetch/3556847/, Charles Schwab Contacts",,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/0164/default.aspx, Site","<div class=""ExternalClass3685EA6BF4444FF185160413415B0293""><html>
<div class=""ExternalClass01E24C277DD146C7B9C6D398564CB42C"">
<p><span><span style=""text-decoration&#58;underline;"">Medallion Signature Guarantees</span> </span>- The Operating Agreement with Charles Schwab, dated March 28, 1996,&#160;contains the following language&#58;</p>
<p><em>Fund Company agrees to transfer shares between accounts for Schwab customers or other street name brokers held directly with a Fund and the Account on the Fund's records.&#160; For the purpose of expediting direct transfers from accounts for Schwab customers, Fund Company will accept by facsimile transmission a summary sheet of information indicating the customers' names, account numbers, the Fund affected and the number of shares to be re-registered.&#160; For record keeping purposes, actual copies of transfer forms will be forwarded to a Fund on a weekly basis, upon the Fund's request for such forms.&#160; Schwab represents and warrants that for each transfer indicated in the summary sheet of information, it holds each underlying instruction for re-registration signed by its customer, and that its customer's signature on such instruction is signature guaranteed by Schwab pursuant to the New York Stock Exchange's Medallion Signature Program.</em></p>
<p><span><span style=""text-decoration&#58;underline;"">Invoicing</span> </span>- The Schwab invoice breaks out RPS assets only for funds that are subject to different fee rates for RPS and non-RPS assets.&#160; For funds subject to the same fee rate for RPS and non-RPS assets, the invoice and data warehouse show all assets as non-RPS.</p>
<p>Schwab invoices 12b-1 and Sub TA fees as one combined rate (e.g. 35 bp for a 25 bp 12b-1 fee and 10 bp Sub TA fee).​</p>
<p><span style=""text-decoration&#58;underline;"">Minimum Fee</span> - Note that the Schwab agreement offers a 6 month introductory waiver period for each new fund subject to the minimum fee.&#160; No minimum fee will be billed for the first 6 months a fund is available.</p>

<p><span style=""text-decoration&#58;underline;"">Other Dealer Profiles for&#160;Charles Schwab&#160;include</span>&#58;</p>
<div>102993&#160;- Used to pay Sub TA fees on certain non-superomnibus accounts serviced by Charles Schwab Trust Company.</div>
<div>502993 - Custodian ID used for NSCC Trust trading/settlement only for non-superomnibus Charles Schwab Trust Company accounts.</div>
<div>&#160;</div>
<div>Schwab's Services Agreement covers RPS and trust business. Their Operating Agreement covers Mutual Fund Market Place.<br></div>
<div><br></div>
<div>Effective 1/1/2020, Charles Schwab Bank is transferring its directed trust and custody business to its affiliate Charles Schwab Trust Bank. Any references to &quot;Charles Schwab Bank&quot; in the Mutual Fund Marketplace agreement with Charles SChwab &amp; Co will be replaced with references to &quot;Charles Schwab Trust Bank.&quot;<br></div>
<span id=""ms-rterangepaste-end""></span></div>
</html></div>","<div class=""ExternalClassA28C193924E74FDB94C3FF4500B1A35C""><html>
  <div>
<br>&#160; RPS, Non-RPS, Non-RPS Corr
<br></div>
</html></div>","2014-05-22 00:00:00","True",,"211 MAIN STREET
SAN FRANCISCO, CA  94105",6,"Yes","No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Risk/ACD/Lists/Harbors%20Intermediary%20Contacts/DispForm.aspx?ID=9&ContentTypeId=0x01008CE0977A980A2049932FBD4B7C221DBD, Link","2014-02-14 00:00:00",41,142,"2019-12-20 08:17:28","2011-08-10 14:22:32","True","True","$",,"True","<html>
  <p>​The contract only includes the Retirement Share Class of the Capital Appreciation, International, High Yield Bond, Small Cap Growth, Convertible Securities, Diversified International All Cap, Emerging Markets Equity,&#160;Large Cap Value, Small Cap Value, Strategic Growth and the International Growth Funds</p>
</html>","Invoice",15
"CitiStreet Associates LLC","209027","2006-07-05 00:00:00","2015-12-01 00:00:00",,,,"877-488-8886","617-376-9180","One Heritage Drive","North Quincy","MA","02717-2105",,"<div class=""ExternalClass193B3803AF294729980890149ABEF0DB""><div>Operations Manager</div>
<div>Lynn Palmer</div>
<div>Phone (617) 376-2754</div>
<div>Fax (617) 376-9301</div>
<div>Email&#58; <a href=""mailto&#58;lpalmer@citistreetonline.com"">lpalmer@citistreetonline.com</a>​</div></div>",,"<div class=""ExternalClassCEAD440FD41E44D0BCFDBFB6B558A29C""><div>Nancy Bowen</div>
<div>Phone&#58; 617-376-9197</div>
<div>Email&#58; <a href=""mailto&#58;nbowen@citistreetonline.com"">nbowen@citistreetonline.com</a>​</div></div>",,"Yes","http://harborware/livelink/llisapi.dll?func=ll&objId=4762061&objAction=browse&viewType=1, Fee Payment Folder","Check
North Quincy 
One Heritage Dr
North Quincy MA 21712-105​",,"CITISTREET ASSOCIATES LLCONE HERITAGE DRIVENORTH QUINCY, MA 21712-105 ​
  
","http://harborware/livelink/llisapi.dll?func=ll&objId=4762056&objAction=browse&viewType=1, Citistreet Associates Contact Information",,"NSCC",,"No","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/citistreet_site/default.aspx, Site",,,,"False",,,13,,,,,41,105,"2015-12-01 08:16:31","2011-09-15 12:31:39",,,,,,,,16
"Commonwealth Financial Network","0177","2007-11-08 00:00:00",,"04-2675571","CMMW","8032","800-251-0080","781-529-9389","29 Sawyer Road","Waltham","MA","02453",,"<div class=""ExternalClass087AE22DDBA94133B0EAAD82AA786973""><div>Domenic DiMascio</div>
<div>Phone&#58; 800-251-0080</div>
<div>Email&#58;&#160;<a href=""mailto&#58;ddmascio@commonwealth.com"">ddimascio@commonwealth.com</a>​</div></div>","<div class=""ExternalClassF33585DDA9DD402AA8E40946F3A03694""><div>Domenic DiMascio</div>
<div>Phone&#58; 800-251-0080</div>
<div>Email&#58; <a href=""mailto&#58;ddimascio@commonwealth.com"">ddimascio@commonwealth.com</a></div></div>","<div class=""ExternalClass36927BB6AA4441428CC27079FB86B5D5""><div>Tracy Paulo</div>
<div>Phone&#58; 800-251-0080</div>
<div>Email&#58; t<a href=""mailto&#58;paulo@commonwealth.com"">paulo@commonwealth.com</a>​</div></div>",,"Yes","http://harborware/livelink/llisapi.dll?func=ll&objId=5044970&objAction=browse&viewType=1, Fee Payment Folder",,,"29 SAWYER RD
WALTHAM, MA 24533-483 ​   ","http://harborware/livelink/llisapi.dll?func=ll&objId=5044966&objAction=browse&viewType=1, Commonwealth Finanical Contact Information",,"NSCC","Broken Out","No","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Commonwealth_Financial_Network/default.aspx, Site",,,,"False",,"29 SAWYER ROAD
WALTHAM, MA  02453-3483",75,"No","No",,,41,107,"2016-03-14 09:59:52","2011-12-12 10:52:39",,,"$",,,,,17
"Cosse International Securities, Inc.","8153","2007-02-23 00:00:00",,"91-0881629","8X","6216","(206) 624-6651","(206) 682-0573","1301 5th Ave Ste 3024","Seattle","WA","98101-2641",,"<div class=""ExternalClassC2A478655B51445D9602729FF7DAAD01""><div>Mike Lackey</div>
<div><div>Phone&#58; 206- 624-6651</div></div>
<div>Email&#58; <a href=""mailto&#58;mf@cosseintl.com"">mf@cosseintl.com</a>​</div></div>","<div class=""ExternalClass89A7ED70F55F469890FD632FBAF5723D""><div>Mike Lackey</div>
<div>Phone&#58; 206- 624-6651</div>
<div>Email&#58; <a href=""mailto&#58;mf@cosseintl.com"">mf@cosseintl.com</a>​</div></div>","<div class=""ExternalClass9701F63AF7F24E37BC261EB2FA956BE5""><div>Dennis A Young </div>
<div>Phone&#58; 206- 624-6651</div>
<div>Email&#58; <a href=""mailto&#58;mf@cosseintl.com"">mf@cosseintl.com</a></div>
<div>​</div></div>","mf@cosseintl.com","Yes","http://harborware/livelink/llisapi.dll?func=ll&objId=4794148&objAction=browse&viewType=1, Cosse International Securities Co Fee Payment Matrix",,"<div class=""ExternalClassE6E16173D7B44339849E5A8C3BA68B18""><html>
  <div class=""ExternalClass794E9AA28F344E50B857CA119E24C10E"">
    <div>ABA 026009593</div>
<div>DDA 62484704</div>
<div>Bank of America​</div></div>
</html></div>","Cosse International Securities Co
1301 5th Ave Ste 3024
Seattle WA 98101-2670​","http://harborware/livelink/llisapi.dll?func=ll&objId=4794143&objAction=browse&viewType=3, Cosse International Securities Co Operations Questionnaire","Dividend- Daily, Financial- Daily, Account Position- 1st and 3rd Fridays, Dec Month End","NSCC","Omnibus","No","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/coss_international/, Site",,,,"False",,"1301 5TH AVENUE
#3024
SEATTLE, WA  98101",75,"No","No",,,41,307,"2018-03-02 10:23:11","2011-09-26 17:04:02",,"True","$",,,,,18
"Crowell Weedon & Co","0574","2005-06-15 00:00:00","2013-11-25 00:00:00","95-0660510","KW","193","(213) 620-1850","(213) 244-9252","624 S Grand Ave Ste 2510","Los Angeles","CA","90017",,"<div class=""ExternalClassDEE25E1176294385BA3C3A0F6CB8A852""><div>Eward Young</div>
<div>Phone&#58; 213- 620-1850</div>
<div>Email&#58; <a href=""mailto&#58;eyoung@crowellweedon.com""><font color=""#0072bc"">eyoung@crowellweedon.com</font></a></div>
<div>​</div></div>","<div class=""ExternalClass965D677DE9D94CFDBE6FE13E93AF52EB""><div>James Rodiger</div>
<div>Phone&#58;&#160;213-620-1850</div>
<div>(F) (213) 244-9252</div>
<div>Email&#58; <a href=""mailto&#58;jrodiger@crowellweedon.com"">jrodiger@crowellweedon.com</a></div>
<div>​</div></div>","<div class=""ExternalClassD8E6F06DE5444289B7BAE7EDEA7973CA""><div><div>Eward Young</div>
<div>Phone&#58; 213- 620-1850</div>
<div>Email&#58; <a href=""mailto&#58;eyoung@crowellweedon.com""><font color=""#0072bc"">eyoung@crowellweedon.com</font></a></div>
​</div></div>",,"Yes","http://harborware/livelink/llisapi.dll?func=ll&objId=4793667&objAction=browse&viewType=1, Crowell Weedon & Co",,,"Crowell Weedon & Co
624 S Grand Ave Ste 2510
Los Angeles CA 90017-3329​","http://harborware/livelink/llisapi.dll?func=ll&objId=4793662&objAction=browse&viewType=1, Operations Questionnaire","2nd and 4th Friday","NSCC","Broken Out","Yes","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/crowell_weedon/, Site",,,,"False",,"624 SOUTH GRAND AVENUE
LOS ANGELES, CA  90017",75,"No","No",,,41,105,"2015-08-24 12:10:42","2011-09-26 17:04:45",,,"$",,,,,19
"Davenport & Co LLC","0715","2007-10-08 00:00:00",,"54-1835842","DP","1588","(804) 780-2077",,"One James Center 901 E Cary Street, 12th FL","Richmond","VA","23219",,"<div class=""ExternalClass43289725CCA84B9AB9DC3A76C261817B""><div>Denise Simon</div>
<div>Phone&#58; 804-698-2627</div>
<div>Email&#58;dsimon@investdavenport.co​m</div></div>","<div class=""ExternalClass07F11C21FBB240B9A7E59FFBC1AD2B8D""><div>Rand Mauck</div>
<div>Phone&#58; 804-698-2616</div>
<div>Email&#58; <a href=""mailto&#58;rmauck@investdavenport.com"">rmauck@investdavenport.com</a>​</div></div>","<div class=""ExternalClassD939E86540684D13A0234911F2E1A33C"">Darla Aycock</div>
<div class=""ExternalClassD939E86540684D13A0234911F2E1A33C""><div>Phone&#58;&#160;804- 780-2077</div>
<div>Email&#58; <a href=""mailto&#58;daycock@investdavenport.com""><font color=""#0072bc"">daycock@investdavenport.com</font></a>&#160;</div></div>
<div class=""ExternalClassD939E86540684D13A0234911F2E1A33C"">&#160;</div>",,"Yes","http://harborware/livelink/llisapi.dll?func=ll&objId=4794202&objAction=browse&viewType=1, Davenport & Co LLC Fee Payment Matrix",,,"RICHMOND
901 E CARY ST 12TH FL
RICHMOND, VA 23219-4063 ​   ","http://harborware/livelink/llisapi.dll?func=ll&objId=4794197&objAction=browse&viewType=1, Operations Questionnaire","Dividend- Daily, Financial- Daily, Account Position- Fridays, Dec Month End","NSCC","Broken Out","Yes","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/davenport_co/, Site",,,,"False",,"ONE JAMES CENTER
901 E. CARY STREET
RICHMOND, VA  23219",75,"No","No",,,41,142,"2019-01-23 11:51:22","2011-09-26 17:05:24",,"True","$",,"True",,,20
"DWS Investment Distributors LLC","209120","2007-04-03 00:00:00",,"36-3976708",,"37306","(312) 537-1977","(312) 537-2201","222 South Riverside Plaza","Chicago","IL","60606",,,,"<div class=""ExternalClassAF05B03B057E4F7AB9FF4D028CBA4543""><div>Sandy Jahnke</div>
<div>Phone &#58;312-537-1977</div>
<div>Email&#58; <a href=""mailto&#58;sandra.jahnke@dws.com"">sandra.jahnke@dws.com</a>​</div></div>",,"Yes","http://harborware/livelink/llisapi.dll?func=ll&objId=4794232&objAction=browse&viewType=1, Fee Payment Matrix",,"<div class=""ExternalClassCF8C45BE17D2443DB38A46287677C28B""><html>
  <div class=""ExternalClass4D5DD0C32E354E3D82DE596160137EE2"">
    <div>ABA 071000288</div>
<div>DDA 312-410-4</div>

<div>DWS Investment Distributors, Inc.​</div></div>
</html></div>","DWS INVESTMENTS DISTRIBUTORS
Attn Maria Scalise
60 Wall Street 33rd Floor
New York NY 10005","http://harborware/livelink/llisapi.dll?func=ll&objId=4794227&objAction=browse&viewType=1, Operations Questionnaire",,"NSCC via State Street (5991) and ADP (7120)","Omnibus","NO","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/dws/, Site","<div class=""ExternalClass687C8F15010E47CE9F224947A2FF6804""><html>
  <div class=""ExternalClassC023377954AA4A43BAF0F6FACD9E8DB1"">
    <p>​DST Clears for DWS</p>
  </div>
</html></div>",,,"False",,"222 SOUTH RIVERSIDE PLAZA
CHICAGO, IL  60606-5808",75,"No","Yes",,,41,234,"2016-05-16 15:11:30","2011-09-27 07:27:09",,,"$",,,,,21
"E*Trade Securities LLC","0385","2004-08-05 00:00:00",,"32-0012683","EP","25025","(201) 499-6247 #8","(201) 499-6175","PO Box 484","Jersey City","NJ","07303",,"<div class=""ExternalClassEB1C7B185894488EA7FB71B2D8EC7AD4""><div><div>Evan Davis</div>
<div>Phone&#58; 516-472-5447</div>
<div>Email&#58; <a href=""mailto&#58;evan.davis@ridgeclearing.com"">evan.davis@ridgeclearing.com</a></div>
<div>&#160;</div>
<div>Rohan Mohan</div>
<div>Phone&#58; 516-472-5447</div>
<div>Email&#58; <a href=""mailto&#58;rohan.mohan@ridgeclearing.com"">rohan.mohan@ridgeclearing.com</a>​</div></div></div>","<div class=""ExternalClass80995BC1E16C493D8757DEEE460DE62F""><div>James Cotrel</div>
<div>Phone&#58; 201-793-9109</div>
<div>Email&#58; <a href=""mailto&#58;james.cotrel@ridgeclearing.com"">james.cotrel@ridgeclearing.com</a></div>
<div>&#160;</div>
<div>Richard Boulanger</div>
<div>Phone&#58; 201-793-9106</div>
<div>Email&#58; <a href=""mailto&#58;richard.p.boulanger@ridgeclearing.com"">richard.p.boulanger@ridgeclearing.com</a>​</div></div>","<div class=""ExternalClass70B90ECAE66F4B5597B184B6033C8B67""><div>Kelly Seefeldt</div>
<div>Phone&#58; 650-331-6173</div>
<div><a href=""mailto&#58;mfrequests@etrade.com"">mfrequests@etrade.com</a>​</div></div>","andrew.famulare@etrade.com","Yes","http://harborware/livelink/llisapi.dll?func=ll&objId=4794047&objAction=browse&viewType=1, Fee Payment Matrix",,,"RANCHO CORDOVA
10951 WHITE ROCK RD
RANCHO CORDOVA, CA 95670-6366    ","http://harborware/livelink/llisapi.dll?func=ll&objId=4794042&objAction=browse&viewType=1, Operations Questionnaire","Dividend- Daily, Financial- Daily, Account Position- Fridays, Dec Month End","NSCC","Broken Out","NO","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/etrade/default.aspx, Site",,,"2014-05-22 00:00:00","False",,,75,"No","No",,,41,322,"2018-09-24 11:22:39","2011-09-27 07:28:16",,"True","$",,,,,22
